logFC	AveExpr	t	P.Value	adj.P.Val	B	star
f__Rhodobacteraceae	-1.31951662517854	-Inf	-0.989256497692941	0.361319053718869	0.752748028580977	-4.59543387798549	
f__Dethiosulfovibrionaceae	-0.692734085250784	-Inf	-0.873564805251406	0.448538721135016	0.7760657997129	-4.59620633877105	
f__Xanthomonadaceae	1.08998636677465	-Inf	0.813429255478644	0.477287684407733	0.7760657997129	-4.59670433171201	
f__Methylobacteriaceae	-1.36715921957869	-Inf	-0.839604128602588	0.449444993176534	0.7760657997129	-4.59674193832915	
f__Oceanospirillaceae	-0.727034669497413	-Inf	-0.673029596177306	0.573243462970018	0.8078306970976	-4.59701377819973	
f__Deferribacteraceae	1.16883155981137	-Inf	0.810726229305742	0.455037243763933	0.7760657997129	-4.59720618956116	
f__Spirochaetaceae	0.682048437197931	-Inf	0.631384999257342	0.595095190228214	0.8078306970976	-4.59724926240814	
f__Elusimicrobiaceae	-0.277538220792513	-Inf	-0.175397177640253	0.872273646375004	0.935049928686064	-4.60056935391662	
f__Victivallaceae	-0.556028205680037	-Inf	-0.791727632298323	0.447063324339056	0.7760657997129	-4.60274746365915	
f__[Cerasicoccaceae]	-0.341964234499437	-Inf	-0.548915838613017	0.603180253832875	0.8078306970976	-4.60360808329804	
f__Moraxellaceae	-0.499882758833402	-Inf	-0.873085565105952	0.393027102903448	0.766870882195129	-4.60564249189865	
f__Streptomycetaceae	-0.171447588051703	-Inf	-0.23146312335876	0.824765579803104	0.9232450520184	-4.60572372741411	
f__Neisseriaceae	-0.406789986514821	-Inf	-0.608648327718554	0.556456336879317	0.8025812551144	-4.60596603362732	
f__Aerococcaceae	0.179426329261549	-Inf	0.167302563526839	0.87271326677366	0.935049928686064	-4.60605340967209	
f__Leptotrichiaceae	0.187579539000217	-Inf	0.2511383168404	0.809015707603037	0.919336031367087	-4.6063595092142	
f__Helicobacteraceae	0.239191734204007	-Inf	0.396848482888878	0.69989433056764	0.874762236168578	-4.61259006249994	
f__Peptococcaceae	0.174456464894491	-Inf	0.358381230947917	0.726898716569742	0.874762236168578	-4.61357355037547	
f__Actinomycetaceae	-0.336235377992825	-Inf	-0.877405856484868	0.386265456527118	0.766870882195129	-4.61423871456057	
f__Turicibacteraceae	0.548701807765885	-Inf	0.684860702262279	0.500018758493901	0.7760657997129	-4.6216976068637	
f__Pseudomonadaceae	0.30127434323594	-Inf	0.657125764308126	0.5173771998086	0.7760657997129	-4.62266662049733	
f__Desulfovibrionaceae	-0.239420394076525	-Inf	-0.558253500002882	0.582087550478918	0.8078306970976	-4.62765345546869	
f__Bradyrhizobiaceae	-0.0169358882898284	-Inf	-0.0354913339038125	0.972129551892217	0.978527367028178	-4.62773034241628	
f__[Odoribacteraceae]	0.363242021050819	-Inf	0.728109121024205	0.471696636469025	0.7760657997129	-4.62788501662191	
f__Porphyromonadaceae	0.299656400601954	-Inf	0.661155321167089	0.513259068437381	0.7760657997129	-4.63238798361378	
f__Bacteroidaceae	0.297238972483836	-3.18783348767056	0.718680019676867	0.476632432587631	0.7760657997129	-4.63364683088125	
f__Clostridiaceae	0.294980062988033	-Inf	0.701707058044974	0.487148151456745	0.7760657997129	-4.63458865533709	
f__Alcaligenaceae	-0.212782216164883	-Inf	-0.63295639455901	0.531136627601003	0.781083275883827	-4.63563690679269	
f__Caulobacteraceae	0.143996300839516	-Inf	0.332935546225403	0.742085135508591	0.874762236168578	-4.63753993561491	
f__Peptostreptococcaceae	0.128083388644333	-Inf	0.170921454826198	0.865723976115826	0.935049928686064	-4.64138340845791	
f__S24-7	0.222739415477837	-Inf	0.383214645613343	0.704464455185245	0.874762236168578	-4.64342898142665	
f__Lactobacillaceae	-0.205895738617389	-Inf	-0.367440526380735	0.716062511441891	0.874762236168578	-4.64407671666936	
f__Verrucomicrobiaceae	0.07250730555314	-Inf	0.0924208058094422	0.92710311295202	0.96573240932502	-4.64549413785214	
f__Comamonadaceae	-0.159558859163565	-Inf	-0.506925523960566	0.615394685048251	0.809729848747699	-4.64585216452291	
f__Pasteurellaceae	0.0146941554427034	-Inf	0.0271665837196659	0.978527367028178	0.978527367028178	-4.64917616549488	
f__Coriobacteriaceae	-0.142033176767002	-Inf	-0.448715327176794	0.656410392117626	0.848806541531412	-4.65046074217344	
f__Oxalobacteraceae	0.100452404989161	-Inf	0.300190834669398	0.765812175402762	0.883629433157034	-4.65655268057902	
f__[Mogibacteriaceae]	-0.114782251723282	-Inf	-0.325804120459971	0.746463774863853	0.874762236168578	-4.65789197993043	
f__Bifidobacteriaceae	-0.061309238402274	-Inf	-0.113340373107529	0.910358871882477	0.961646695650504	-4.66654445169949	
f__Prevotellaceae	0.0554851751156237	-Inf	0.0727444560717472	0.94239197023681	0.96821092832549	-4.66842401185601	
f__Aeromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Anaeroplasmataceae	NA	-Inf	NA	NA	NA	NA	NA
f__Bacillaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Bdellovibrionaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Beijerinckiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Brachyspiraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Chitinophagaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Chthonomonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Ellin6075	NA	-Inf	NA	NA	NA	NA	NA
f__Erythrobacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__EtOH8	NA	-Inf	NA	NA	NA	NA	NA
f__Gordoniaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Halothiobacillaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Methylocystaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Microbacteriaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Micromonosporaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Nocardiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Nocardiopsaceae	NA	-Inf	NA	NA	NA	NA	NA
f__p-2534-18B5	NA	-Inf	NA	NA	NA	NA	NA
f__Patulibacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__RFP12	NA	-Inf	NA	NA	NA	NA	NA
f__Rhizobiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Rhodocyclaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Sinobacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Sphingobacteriaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Synergistaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Thermaceae	NA	-Inf	NA	NA	NA	NA	NA
