logFC	AveExpr	t	P.Value	adj.P.Val	B	star
f__Methylobacteriaceae	-1.06000606521193	-Inf	-1.02078637430543	0.340438102197511	0.752607713007739	-4.65497878576249	
f__0319-6G20	0.917966129881492	-Inf	0.851379472977678	0.477213436559389	0.806584216427914	-4.65750277865601	
f__Pseudomonadaceae	0.592540390149236	-Inf	1.41415556937161	0.171190056112758	0.707969914266904	-4.67798132308475	
f__Anaeroplasmataceae	-1.07910684770581	-Inf	-0.793442906185333	0.462194186133619	0.806584216427914	-4.73195044388208	
f__Succinivibrionaceae	1.97624604200638	-Inf	0.804037715919601	0.451110243190567	0.806584216427914	-4.73555002608345	
f__Oceanospirillaceae	0.517967164127404	-Inf	0.641507148056	0.564240925552242	0.806584216427914	-4.74782042624443	
f__Hyphomicrobiaceae	0.610333720136265	-Inf	0.603993737014064	0.586033454967383	0.806584216427914	-4.75779901072271	
f__Sphingobacteriaceae	-0.418001859452654	-Inf	-0.387681191298891	0.732629214031314	0.832533197762857	-4.75850895314557	
f__Microbacteriaceae	0.334672235722189	-Inf	0.426503123097009	0.69684587844932	0.832533197762857	-4.79900997223676	
f__Synergistaceae	0.277080426978729	-Inf	0.243004200741942	0.822768584568337	0.894313678878627	-4.82878271938154	
f__Chitinophagaceae	0.248946733038322	-Inf	0.386534917762443	0.71790386043882	0.832533197762857	-4.82984630922492	
f__S24-7	-0.617602929266413	-Inf	-1.34394742061172	0.189680313129826	0.707969914266904	-4.83173432224068	
f__Nocardiopsaceae	0.0199956101222034	-Inf	0.0258272957987873	0.9809236853628	0.996737978379788	-4.84357581183685	
f__Bradyrhizobiaceae	-0.550928337115981	-Inf	-0.949895899271263	0.362218427565682	0.752607713007739	-4.88348197688504	
f__Micrococcaceae	0.635101592471119	-Inf	1.0890816286507	0.293087735691884	0.752607713007739	-4.88637934685737	
f__Sphingomonadaceae	0.407969968382708	-Inf	1.3510379136784	0.185555059965779	0.707969914266904	-4.88704636682254	
f__Streptomycetaceae	0.327396874882843	-Inf	0.539381624255584	0.611924701540442	0.806584216427914	-4.8905937874905	
f__Comamonadaceae	0.503350349380095	-Inf	1.31458746323994	0.198231575994733	0.707969914266904	-4.89798430521077	
f__Neisseriaceae	-0.446834318497483	-Inf	-0.638094382688663	0.546255620194805	0.806584216427914	-4.90931428216842	
f__Helicobacteraceae	0.507670413103948	-Inf	0.555381317207539	0.595468331771757	0.806584216427914	-4.92990137837056	
f__Deinococcaceae	0.236273013167424	-Inf	0.288157213951048	0.78436722652271	0.86511091160593	-4.9537976811733	
f__Polyangiaceae	0.0978364655289344	-Inf	0.131624275822748	0.900226400925334	0.964528286705715	-4.9745400131227	
f__Myxococcaceae	-0.257132352023923	-Inf	-0.398157761996824	0.702061807586033	0.832533197762857	-4.97721308328441	
f__Rhodobacteraceae	-0.392988972540371	-Inf	-0.47207174794739	0.646815966691702	0.806584216427914	-4.98921300947304	
f__Campylobacteraceae	0.538059078038833	-Inf	0.662624273520705	0.522266329141371	0.806584216427914	-5.03111313958184	
f__[Barnesiellaceae]	-0.720795534696422	-5.86889928063299	-1.23433203560786	0.225257255858071	0.752607713007739	-5.0313686322687	
f__Caulobacteraceae	0.461587115371718	-Inf	0.962631072720489	0.347702730229758	0.752607713007739	-5.0654269295902	
f__[Weeksellaceae]	0.345172555632992	-Inf	0.644939598147604	0.531958444992019	0.806584216427914	-5.08003549733374	
f__[Mogibacteriaceae]	-0.34540440575987	-Inf	-1.16164048269148	0.253665928825987	0.752607713007739	-5.08507653274972	
f__Gemellaceae	0.300338364694846	-Inf	0.73618364705536	0.474502400191979	0.806584216427914	-5.08796082459452	
f__Actinomycetaceae	0.364965809477527	-Inf	1.14936978472578	0.258378988563024	0.752607713007739	-5.11073578339125	
f__Coriobacteriaceae	0.288699077516696	-Inf	1.06754237120849	0.293205666932211	0.752607713007739	-5.18665747151667	
f__[Paraprevotellaceae]	0.508861311284698	-Inf	0.910308216767081	0.371286471750484	0.752607713007739	-5.20748757365931	
f__Eubacteriaceae	0.181343111626646	-Inf	0.473291738623534	0.643200191082186	0.806584216427914	-5.21152877636595	
f__Porphyromonadaceae	-0.32206629785411	-Inf	-0.997347177837895	0.326033024684307	0.752607713007739	-5.23059450183225	
f__Enterobacteriaceae	0.437811337296733	-Inf	0.919351372871226	0.365710191980374	0.752607713007739	-5.23701406440344	
f__Deferribacteraceae	0.140226285916937	-Inf	0.291056163342249	0.774702545290149	0.86511091160593	-5.24214005264513	
no_match	0.111336480021316	-3.30045329065022	0.980670371802248	0.333448486622708	0.752607713007739	-5.27979108810976	
f__Corynebacteriaceae	-0.00546030556882999	-Inf	-0.0115408295714887	0.990942101690582	0.996737978379788	-5.31510272197826	
f__Verrucomicrobiaceae	0.437361361994042	-Inf	0.801268393287993	0.429449259190938	0.806584216427914	-5.33612434920575	
f__Peptostreptococcaceae	0.367510579741439	-Inf	0.638355906375916	0.528581259514864	0.806584216427914	-5.39416169876539	
f__Erysipelotrichaceae	0.225935115917122	-6.95344364072035	0.732124137622464	0.468940143792789	0.806584216427914	-5.47088299345209	
f__Desulfovibrionaceae	-0.155500682203667	-Inf	-0.450358251672175	0.65602182936137	0.806584216427914	-5.49862668082218	
f__Christensenellaceae	-0.203971249069514	-Inf	-0.523588878381764	0.604386248640958	0.806584216427914	-5.50898279457388	
f__Turicibacteraceae	-0.334814222078739	-Inf	-0.521964217803813	0.605503299547667	0.806584216427914	-5.50974224058171	
f__Bifidobacteriaceae	0.298885829383858	-Inf	0.607192924725583	0.547853903654481	0.806584216427914	-5.52094939371937	
f__Lactobacillaceae	0.227922178701262	-Inf	0.490526036605113	0.627194310885326	0.806584216427914	-5.54416301614624	
f__Rikenellaceae	-0.264991326082842	-3.91989587007712	-0.543801226495266	0.590006553226787	0.806584216427914	-5.57985955782237	
f__[Odoribacteraceae]	0.229731491960509	-Inf	0.494231883078413	0.624302454018063	0.806584216427914	-5.5923369571992	
f__Oxalobacteraceae	0.115455124611883	-Inf	0.354445550355847	0.725246728128008	0.832533197762857	-5.62464431722086	
f__Alcaligenaceae	0.016235709813482	-Inf	0.0551587973548529	0.956342593115366	0.99619020116184	-5.68709767514371	
f__Bacteroidaceae	0.0329161448188011	-3.03040747335645	0.106253393177849	0.91598460802446	0.967589374673726	-5.70991737957485	
f__Clostridiaceae	-0.00161814507977429	-5.99289041494574	-0.00411748834879339	0.996737978379788	0.996737978379788	-5.71509590165264	
f__Aeromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Alteromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Bacillaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Bdellovibrionaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Beijerinckiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Brachyspiraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Chthonomonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Dethiosulfovibrionaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Ellin6075	NA	-Inf	NA	NA	NA	NA	NA
f__Elusimicrobiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Erythrobacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__EtOH8	NA	-Inf	NA	NA	NA	NA	NA
f__Gordoniaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Halothiobacillaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Leptotrichiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Methylocystaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Nocardiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__p-2534-18B5	NA	-Inf	NA	NA	NA	NA	NA
f__Patulibacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Planococcaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Pseudoalteromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__RFP12	NA	-Inf	NA	NA	NA	NA	NA
f__Rhizobiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Rhodocyclaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Sinobacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Spirochaetaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Thermaceae	NA	-Inf	NA	NA	NA	NA	NA
