logFC	AveExpr	t	P.Value	adj.P.Val	B	star
g__Leptotrichia	0.000392484148211009	0.000248098500198605	2.45348941599422	0.0187978475340025	0.0776432832926188	-10.3343241310795	
g__Helicobacter	0.000390415806519365	0.00025539082540858	2.38721956377314	0.0220044089293274	0.0889539935440896	-10.477102180891	
g__Lactobacillus	0.00490513629461493	0.0052319679880023	2.36918876777796	0.022958590085666	0.0908777524224279	-10.5154489730146	
g__TG5	0.000127987804542439	5.25078172481803e-05	2.30736158336042	0.0265204726298332	0.102834485707516	-10.6452847218049	
g__Holdemania	0.00048518746284489	0.000344259576495911	2.29669295607142	0.027183030234648	0.103295514891662	-10.667426635645	
g__Pediococcus	9.39795599954039e-05	3.85557169211913e-05	2.24129066442983	0.0308680932921409	0.114223804057404	-10.7811513149709	
g__Janthinobacterium	0.00129933367948028	0.00176623575427694	2.23573403257736	0.0312612516367633	0.114223804057404	-10.7924400316443	
g__Anaerofustis	0.000337110422956197	0.000259072066915839	2.20988171452155	0.0331497342265237	0.11883866986867	-10.8446766893919	
g__Bradyrhizobium	0.000660147201636086	0.000656842230079173	2.18138199331722	0.0353485891023	0.124374665359944	-10.9017166615446	
g__Acidaminococcus	0.00106081145609475	0.000692456892825408	2.13285867394939	0.0393909865298117	0.136077953466622	-10.9974998479768	
g__[Clostridium]	0.000142545766119912	9.11000352325571e-05	2.11322684665163	0.0411390938903975	0.139579068556706	-11.0357702241215	
g__Mycoplana	0.000249565690122074	0.000210796733493483	2.08919866866165	0.0433713531712485	0.144571177237495	-11.0822290889581	
g__Stenotrophomonas	0.00015861739013854	6.50738010824779e-05	2.08060904857436	0.044194775982338	0.144775990286969	-11.0987347243569	
g__Oribacterium	0.000944815230501032	0.000666875206563924	2.04950726261055	0.0472920525451867	0.152296440399754	-11.1580444482494	
g__Phascolarctobacterium	0.00440731831926718	0.00512486144959491	1.97515425437102	0.0554754900752382	0.175161375712011	-11.2969089233478	
g__Succinivibrio	0.00462720185663386	0.00197919652416602	1.96119717194018	0.0571414453780956	0.175161375712011	-11.3225104905592	
g__Actinomyces	0.00181090472479021	0.00238106134539746	1.96106089602677	0.0571579226007615	0.175161375712011	-11.3227597309676	
g__Anaerotruncus	0.000968697809768807	0.000966046128976391	1.90609702648166	0.0641472556770209	0.193459977438634	-11.4221240794097	
g__Actinobacillus	0.000743970887715373	0.00085151991529843	1.88819317850783	0.0665770255405407	0.19765054457348	-11.4539870342851	
g__Chryseobacterium	0.000193609669503112	0.000154929566671993	1.86666990105735	0.0696018751793072	0.203451635139513	-11.4919606412098	
g__Collinsella	0.00173309380867589	0.00223712356078568	1.80767329640009	0.0785003238329713	0.225985780731281	-11.5941796971147	
g__Ralstonia	0.000125864103906813	9.06670663991481e-05	1.79437831014497	0.0806334508724093	0.228662024862056	-11.616833476094	
g__Desulfovibrio	0.000591998106569699	0.000586658405223128	1.76795370020837	0.0850186009499353	0.237551973242466	-11.6614388883989	
g__Anaerofilum	0.000637286111609302	0.000802560711256386	1.72973877858856	0.0917135244266711	0.252544487551703	-11.7249502638387	
g__Streptococcus	0.00790146533622989	0.0126649233217854	1.60135556461065	0.117498909630562	0.261517673282977	-11.9295416204005	
g__Atopobium	0.00059014812666858	0.000678682071981113	1.60041324471401	0.11770810620216	0.261517673282977	-11.9309925784778	
g__Brevundimonas	0.000135920782581419	5.57623723410952e-05	1.59915627123185	0.117987629148459	0.261517673282977	-11.9329268682534	
g__Cloacibacterium	0.000110170361204246	4.51980969043062e-05	1.59896695671967	0.118029775346595	0.261517673282977	-11.9332180790794	
g__Anaerorhabdus	0.000105241847459465	4.31761425474729e-05	1.59891406520546	0.118041552528887	0.261517673282977	-11.9332994334383	
g__Devosia	0.000101391812029563	4.15966408326411e-05	1.59886727567656	0.118051971800576	0.261517673282977	-11.9333714001488	
g__Gardnerella	9.50327715467792e-05	3.89878037114992e-05	1.59877719229551	0.118072034024889	0.261517673282977	-11.9335099516994	
g__Bdellovibrio	8.18940751932675e-05	3.35975693100585e-05	1.5985202931423	0.118129262603337	0.261517673282977	-11.9339050345167	
g__Cloacibacillus	6.79603912907097e-05	2.78811861705476e-05	1.59806937378622	0.11822976710617	0.261517673282977	-11.9345983648434	
g__Pseudoxanthomonas	6.79603912907097e-05	2.78811861705476e-05	1.59806937378622	0.11822976710617	0.261517673282977	-11.9345983648434	
g__Salinibacterium	6.45074498248089e-05	2.64645947999216e-05	1.5979102630525	0.118265247609917	0.261517673282977	-11.9348429714902	
g__Thiovirga	6.45074498248089e-05	2.64645947999216e-05	1.5979102630525	0.118265247609917	0.261517673282977	-11.9348429714902	
g__Sharpea	5.38573358650558e-05	2.20953172779716e-05	1.59721259438457	0.118420924990129	0.261517673282977	-11.9359152709273	
g__Leucobacter	5.36531302322289e-05	2.20115406080939e-05	1.59719504229247	0.118424843706691	0.261517673282977	-11.9359422427717	
g__Thermus	5.35674066490084e-05	2.19763719585675e-05	1.59718761437581	0.118426502110632	0.261517673282977	-11.9359536569803	
g__Myxococcus	4.84993314657601e-05	1.98971616269785e-05	1.59667625879028	0.118540716127686	0.261517673282977	-11.9367393267466	
g__Leuconostoc	3.37972706765209e-05	1.38655469442137e-05	1.59368149873946	0.119211415457096	0.261517673282977	-11.9413361882196	
g__Sarcina	0.000496439501509762	0.000223706364905934	1.5912973704782	0.119747566187468	0.261517673282977	-11.9449903449639	
g__Rothia	0.00079085367143854	0.00110789591042671	1.4517492159529	0.15469803943382	0.334007130595748	-12.1504317038037	
g__Morganella	8.21304538310358e-05	5.05792389735879e-05	1.41984938343954	0.16372441924022	0.349524041074628	-12.1950308897516	
g__Staphylococcus	0.000517704442608723	0.000607430667982006	1.40581173414063	0.167825038091169	0.353608682446042	-12.2143743680014	
g__Abiotrophia	0.000314517672154591	0.000293339917100126	1.40062616279198	0.169359947908368	0.353608682446042	-12.2214760928136	
g__Bulleidia	0.00061928789692656	0.000815551153481077	1.37063221297645	0.178453583685925	0.368545444568758	-12.2620875553918	
g__Treponema	8.60502870314993e-05	5.73061257840098e-05	1.3444146049153	0.186707643148072	0.381445722560578	-12.2969325645476	
g__Campylobacter	0.00064141148933729	0.000967295869663506	1.29660345285267	0.202510115128728	0.409328956111258	-12.3588964112592	
g__Pseudoalteromonas	0.00017446899366115	0.000143415646025831	1.25636787864771	0.216576874043177	0.431328524800992	-12.409448015744	
g__Kocuria	5.02139943587832e-05	3.63989954824465e-05	1.25258976417861	0.217934412531027	0.431328524800992	-12.4141195165424	
g__Veillonella	0.0179444492270198	0.0332099843720648	1.23939291555512	0.222726144110105	0.436267704957937	-12.4303351379724	
g__Sporobacter	0.000289624956279872	0.000365998807110784	1.22354421649693	0.228583812488549	0.443164330819768	-12.449599587242	
g__Peptococcus	0.000132349348988584	0.000108469027002049	1.21732868519042	0.230911940795563	0.443164330819768	-12.4570921122064	
g__Alteromonas	0.00010346727045886	9.10104213856703e-05	1.20395260158669	0.235981476431487	0.448364805219826	-12.4730964657339	
g__Akkermansia	0.00895078979060077	0.0109232209174764	1.16932347381785	0.249484990832301	0.469328200575616	-12.5137668934984	
g__Parvimonas	0.00013086267502616	0.000198941354498775	1.15162440392364	0.256599688131873	0.477979811226038	-12.5341269008576	
g__Corynebacterium	0.000364665261555989	0.000580117822398064	1.131137176197	0.265016645085552	0.488865655983056	-12.5573321550974	
g__Bifidobacterium	0.00782562043645816	0.0119821880691981	1.12058067417469	0.269430080243921	0.492228031214855	-12.5691370666889	
g__Escherichia	0.00178165854273286	0.00395123700289939	1.1037128693625	0.276590483915207	0.496113162157137	-12.5877843364464	
g__Porphyromonas	0.000241762516163386	0.000221390238894406	1.1032731741461	0.27677892204556	0.496113162157137	-12.5882668693301	
g__Fusobacterium	0.000946359807314119	0.00190091442154938	1.09313405141086	0.281149442927708	0.499237328563221	-12.5993437203855	
g__Pseudobutyrivibrio	0.000259317354605638	0.000310862313921637	1.06603089211296	0.293070636866632	0.515587231524631	-12.6284812217458	
g__Caulobacter	0.000402686782059263	0.000672040834258246	1.04794524549498	0.301219127342028	0.525060864174178	-12.6475407560937	
g__Bilophila	0.000579288952752564	0.00104086795986347	0.957466291362381	0.344325193520055	0.594743516080094	-12.7382474856031	
g__Scardovia	0.000218570547062076	0.000302301019324021	0.951025151109169	0.347543001819405	0.59489342653772	-12.7444079031098	
g__CF231	0.000257377732976827	0.000277381723231282	0.922580911845188	0.361989832341702	0.614089894151102	-12.7711375054452	
g__Sorangium	0.000105386765461659	0.000144331696681415	0.867204106337444	0.391220370570154	0.652985262281006	-12.8209447727129	
g__Mogibacterium	0.000300397988776633	0.000630412842877208	0.866149472803898	0.391791157368604	0.652985262281006	-12.8218646126844	
g__Coprobacillus	0.000198451735230767	0.00025710240643918	0.845434436979035	0.403108758931409	0.666005775625806	-12.839713634237	
g__Megasphaera	0.0012496725157483	0.00287477169308624	0.831287565945753	0.410953683319519	0.67311379164404	-12.8516639851539	
g__Marinomonas	4.67711183347583e-05	5.0949019882941e-05	0.807232452034757	0.424507578306929	0.689371281011253	-12.8715372557547	
g__Acinetobacter	0.000699050952012427	0.00112653920001143	0.785991056482156	0.436699092347845	0.703159555475344	-12.8886168477945	
g__Maribacter	3.37972706765209e-05	4.04952019285245e-05	0.719526190628782	0.476175938470043	0.760280910162254	-12.9392041841168	
g__02d06	0.00027629492015097	0.00049592642652196	0.651285208297482	0.51874357177823	0.821343988648863	-12.9866139447047	
g__Klebsiella	0.00035373626900674	0.00103557705125046	0.614642359953404	0.542418222053038	0.851731092479976	-13.0101658255049	
g__Anaerococcus	3.05996712500725e-05	4.41504761064339e-05	0.573964686221204	0.569340645220294	0.881568268721582	-13.0347441772302	
g__Shuttleworthia	7.95107128817756e-05	0.000151900230547251	0.568426576505414	0.573056734807596	0.881568268721582	-13.0379625872877	
g__Catenibacterium	0.000199708825128684	0.000445125090587538	0.555922834196603	0.581490512833943	0.881568268721582	-13.045116121389	
g__Moryella	6.69396921879902e-05	0.000144810775400032	0.555577309297556	0.581724423878456	0.881568268721582	-13.0453115775066	
g__[Prevotella]	0.000409459527869005	0.00114280902309815	0.551307174524651	0.584618957152207	0.881568268721582	-13.0477172304098	
g__WAL_1855D	4.67711183347583e-05	7.20442410770389e-05	0.530304366083991	0.598956210422084	0.890996436765827	-13.0592834613621	
g__Victivallis	0.000125109234944191	0.000286311529912977	0.527993529170292	0.600543739599878	0.890996436765827	-13.0605290129347	
g__Selenomonas	0.000509615162894253	0.001468894589494	0.515663515259479	0.609047597602609	0.890996436765827	-13.0670843027322	
g__Schwartzia	0.000186575023580467	0.000515919454736511	0.514823249497155	0.60962914094504	0.890996436765827	-13.0675254735463	
g__Deinococcus	0.00017429355064963	0.000320108665268541	0.498019989971685	0.621312016344855	0.894398945085307	-13.076198765742	
g__Alloscardovia	0.000180961987633231	0.000302632301169313	0.497934234587058	0.621371898690845	0.894398945085307	-13.0762423014016	
g__Corallococcus	5.02139943587832e-05	0.000102508778625748	0.37842295652192	0.707201785553111	1	-13.1297017354695	
g__Neisseria	0.000106453541150244	0.000396586280364741	0.353626137433618	0.725554458280056	1	-13.1389820477155	
g__Eggerthella	0.000102066738114768	0.000440732035144694	0.351932833253495	0.726813853803209	1	-13.1395929950897	
g__Mitsuokella	0.000162085507676221	0.000475482141609031	0.35127860656669	0.727300640922199	1	-13.1398282610092	
g__Peptostreptococcus	3.05996712500724e-05	0.000137909943201812	0.281910109366302	0.77952713834983	1	-13.1623027971243	
g__Methylobacterium	3.37972706765209e-05	0.0001834807069113	0.147039762012824	0.883870397163201	1	-13.191943812403	
g__Paracoccus	6.11993425001449e-05	0.000402546180318826	0.102808668415147	0.918650175753206	1	-13.1976109508045	
g__1-68	0	3.2404592491756e-05	0	1	1	-13.2030327232507	
g__AF12	0	6.83353111629308e-05	0	1	1	-13.2030327232507	
g__Agrobacterium	0	5.7396431895146e-05	0	1	1	-13.2030327232507	
g__Alloiococcus	0	0	0	1	1	-13.2030327232507	
g__Anaeroplasma	0	0	0	1	1	-13.2030327232507	
g__Anaerovibrio	0	0	0	1	1	-13.2030327232507	
g__Bacillus	0	0	0	1	1	-13.2030327232507	
g__Beijerinckia	0	0	0	1	1	-13.2030327232507	
g__Brachyspira	0	0	0	1	1	-13.2030327232507	
g__Candidatus Arthromitus	0	0	0	1	1	-13.2030327232507	
g__Carnobacterium	0	0	0	1	1	-13.2030327232507	
g__Chthonomonas	0	0	0	1	1	-13.2030327232507	
g__Cupriavidus	0	0	0	1	1	-13.2030327232507	
g__Eikenella	0	0	0	1	1	-13.2030327232507	
g__Enhydrobacter	0	5.58939412389719e-05	0	1	1	-13.2030327232507	
g__Enterobacter	0	0	0	1	1	-13.2030327232507	
g__Epulopiscium	0	6.4218488849937e-05	0	1	1	-13.2030327232507	
g__Filifactor	0	8.06213448719062e-05	0	1	1	-13.2030327232507	
g__Finegoldia	0	4.92410654541418e-05	0	1	1	-13.2030327232507	
g__Flavobacterium	0	0	0	1	1	-13.2030327232507	
g__Gallicola	0	4.32435374467793e-05	0	1	1	-13.2030327232507	
g__Gordonia	0	0.000131866838755925	0	1	1	-13.2030327232507	
g__Hyphomicrobium	0	1.54013016592187e-05	0	1	1	-13.2030327232507	
g__Kaistobacter	0	8.91067243165298e-05	0	1	1	-13.2030327232507	
g__Krokinobacter	0	4.36971884305955e-05	0	1	1	-13.2030327232507	
g__Loktanella	0	0	0	1	1	-13.2030327232507	
g__Luteolibacter	0	2.21286879081598e-05	0	1	1	-13.2030327232507	
g__Methyloversatilis	0	0	0	1	1	-13.2030327232507	
g__Micrococcus	0	0.000434423517966884	0	1	1	-13.2030327232507	
g__Niabella	0	0	0	1	1	-13.2030327232507	
g__Nonlabens	0	0	0	1	1	-13.2030327232507	
g__p-75-a5	0	0	0	1	1	-13.2030327232507	
g__Pantoea	0	9.98157696029985e-05	0	1	1	-13.2030327232507	
g__Patulibacter	0	0	0	1	1	-13.2030327232507	
g__Peptoniphilus	0	6.13350646662214e-05	0	1	1	-13.2030327232507	
g__Pseudoramibacter_Eubacterium	0	6.23490295514114e-05	0	1	1	-13.2030327232507	
g__Pseudoruegeria	0	0	0	1	1	-13.2030327232507	
g__Pyramidobacter	0	4.18996042063051e-05	0	1	1	-13.2030327232507	
g__rc4-4	0	6.01166313211715e-05	0	1	1	-13.2030327232507	
g__RFN20	0	0	0	1	1	-13.2030327232507	
g__Rhodobacter	0	0	0	1	1	-13.2030327232507	
g__Rhodococcus	0	7.31529799138823e-05	0	1	1	-13.2030327232507	
g__Serratia	0	0	0	1	1	-13.2030327232507	
g__Streptomyces	0	2.00388771070572e-05	0	1	1	-13.2030327232507	
g__Succiniclasticum	0	0.000289389206353176	0	1	1	-13.2030327232507	
g__Tenacibaculum	0	0	0	1	1	-13.2030327232507	
g__Trabulsiella	0	5.06540814364118e-05	0	1	1	-13.2030327232507	
g__u114	0	0	0	1	1	-13.2030327232507	
g__Varibaculum	0	0	0	1	1	-13.2030327232507	
g__Weissella	0	0	0	1	1	-13.2030327232507	
g__Xanthomonas	0	1.68213385147758e-05	0	1	1	-13.2030327232507	
