Leberstatus	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	3137	461	314	1721	290	633	1305	448	626	1650	403	1536	961	395	190	2	878	568	729	254	438	23	281	2197	1387	273	94	19	165	76	320	306	77	1514	355	474	458	1276	845	627	199	0	32	291	8	47	68	184	110	4	31	772	339	573	1437	1782	1015
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	3755	505	243	463	340	29	310	880	221	5109	213	607	380	98	228	84	70	1498	552	117	23	12	49	3823	346	715	6	19	142	56	47	121	122	46	41	1	50	93	78	73	485	4	95	5741	319	80	20	296	28	2	48	253	169	319	152	174	30
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anoxystipes	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	1348	112	132	343	125	22	219	188	116	851	151	765	158	49	663	38	142	2714	252	16	176	50	51	68	639	174	11	102	162	42	47	80	163	225	139	41	88	151	13	66	18	4	35	964	5623	16703	31	544	24	7	99	95	267	5094	149	2623	46
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio	0	1	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	453	15020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Coprococcus	548	1199	295	35	24	91	29	314	402	973	76	597	150	136	50	80	624	370	649	13	968	13	117	743	601	11	0	362	18	314	173	101	45	133	35	3	38	74	1866	38	95	2	4	0	10	18	68	195	1611	9	0	44	197	180	82	76	48
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea	596	104	24	90	23	28	72	81	61	258	36	51	168	26	35	171	72	832	3928	27	51	4	17	65	556	50	4	0	53	28	33	28	20	39	58	6	13	49	49	55	39	1	23	1200	788	156	43	4	10	0	19	0	209	60	41	188	22
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Fusicatenibacter	1093	24	100	160	132	27	290	10	0	314	32	132	86	33	18	0	30	1038	2379	0	22	11	6	70	91	209	9	10	21	20	16	82	27	10	42	1	7	44	55	100	0	0	3	207	20	2	4	1395	56	0	11	2	71	21	44	424	2
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium	384	105	115	164	73	59	121	276	193	373	209	138	71	463	94	139	107	1399	1104	1826	15	10	24	316	418	120	13	303	46	12	67	60	25	58	14	5	42	106	106	162	74	0	13	443	441	249	22	1988	135	0	24	141	275	379	249	255	63
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	2	0	0	3	10	0	0	1	0	0	0	0	0	0	0	0	7	1	0	1	0	0	16	14	0	1	0	0	0	0	4	0	0	0	2	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia	2318	2442	163	4174	945	1635	5238	3315	834	395	865	18971	972	1987	3121	1	2871	1084	1440	482	2105	336	1190	3230	496	627	61	23	3784	742	725	764	101	264	592	25	231	2124	1781	2530	420	3	53	485	582	32	1541	5279	1343	25	388	703	9240	204	1818	1575	1092
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Ruminococcus	114	80	24	37	18	33	8	0	49	30	11	158	43	3	0	0	234	0	76	1	8	3	1	457	15	39	0	5	93	0	1	27	0	0	299	2	12	41	34	56	5	0	10	0	4	0	1	290	10	0	0	0	5	622	11	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Tyzzerella	32	46	15	107	43	2	9	453	141	202	100	37	23	17	5	0	22	13	18	188	35	1	81	261	44	426	2	194	113	10	46	11	23	33	46	0	11	93	14	115	301	0	23	60	1	0	17	2	9	0	58	59	48	135	31	513	16
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|[Ruminococcus]	0	2	0	10	3	4	12	98	3	0	4	18	22	9	10	2026	8	22	0	0	12	0	7	2	3	3	0	0	3	0	0	3	0	10	17	0	3	15	5	11	0	0	0	0	1	0	1	0	10	0	6	0	0	1	5	0	13
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|unclassified-Lachnospiraceae	6484	949	363	361	310	144	1416	814	1707	2375	356	5537	1303	265	592	6	322	1194	2045	528	5585	54	401	1695	2190	941	27	16	1481	89	903	281	101	280	419	66	311	256	1125	837	230	2	130	5288	791	16	104	3656	191	3	82	37	1646	212	233	2511	931
Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter	9262	5633	3388	2268	1352	4053	2218	6023	3129	8389	1342	1315	4316	3177	689	277	6303	451	2037	2127	283	1368	877	6691	13849	336	2	535	11293	1606	4604	3254	1466	10458	622	1509	975	2249	2192	2715	15399	2	237	3	51	96	450	590	6042	22	3335	32	2474	459	3050	198	418
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Peptococcus	11	8	0	0	3	0	0	5	13	5	3	0	0	1	0	0	0	0	0	4	0	0	1	10	8	0	0	0	0	0	0	310	5	0	1	3	0	17	278	0	3	0	0	0	0	0	15	0	3	0	0	0	0	11	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridium	0	0	0	3	0	1	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	67	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Intestinibacter	194	59	1332	3790	2056	694	24	1181	15	59	22	122	219	3135	70	4	2025	5376	1599	3	18	19	1013	50	1490	3	12	2	133	1376	1322	878	55	1068	129	5	372	213	1271	0	64	3	116	0	1508	26	2	16	1053	7	43	2204	414	0	2274	983	1609
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Terrisporobacter	51	0	2641	57	982	552	9	219	3	94	43	0	101	2916	0	4	937	32	137	7	720	1	88	215	1407	3	2	12	1876	0	4	335	10	0	16	0	2	0	1	3	6	1	9	0	460	30	1	10	1871	2	9	0	372	0	182	0	42
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|unclassified-Peptostreptococcaceae	59	72	159	6733	1309	478	381	6036	83	109	21510	1339	1140	3494	2053	5	412	540	18	2	54	6	388	2848	229	20	25	1	385	4999	4	382	719	19	27	0	1239	295	3216	15	113	0	23	1	9290	3	2	2	8	5	1	0	15	8	6461	18	698
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	297	478	456	66	115	38	96	294	119	486	113	143	105	10608	17	30	73	124	315	13	53	3	88	201	1005	48	7	19	42	2343	30	1926	347	1727	39	232	67	143	61	206	335	0	8	9	0	2	111	3	29	7	811	100	16	75	45	26	687
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerofilum	3	4	3	26	0	0	1	19	7	9	6	3	12	43	0	0	0	0	10	0	0	2	2	23	4	0	3	0	2	2	3	12	1	18	0	3	1	16	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	9
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus	2	2	83	0	4	8	11	8	3	0	4	2	0	2	1	1	18	1	1	13	0	1	4	1	0	1	0	38	1	1	117	24	3	0	0	0	0	20	0	26	0	0	2	0	0	0	0	0	0	0	0	0	8	3	0	3	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Candidatus Soleaferrea	641	5	1	3	47	0	542	164	57	272	5	0	429	2	1	12	427	221	199	0	0	1	128	178	1	2	2	48	0	2	11	28	74	63	169	61	7	0	2	11	3	1	0	0	10	44	0	15	3977	1	0	0	3	61	0	0	79
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium	348	159	296	143	956	1002	36	583	75	284	3334	44	1274	606	162	2	3409	1944	217	10	8	63	123	1580	1811	313	63	3	841	245	34	98	32	50	34	34	213	9	79	737	528	1	73	14	5	19	421	22	808	3	562	6	69	444	3600	288	10
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Gemmiger	619	177	1551	625	83	1377	976	465	386	797	350	0	6178	10410	0	1	673	14900	1250	3	0	8	270	164	55	254	0	1	507	131	367	1094	65	211	0	19	2258	1407	46	4825	14	0	32	0	2	6	26	2	468	13	11	0	38	10720	2	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Intestinimonas	2	4	0	1	3	12	8	14	9	6	0	104	5	8	4	682	7	0	2	676	22	1	10	0	0	5	0	11	3	0	22	7	0	13	24	0	6	0	3	3	0	0	0	0	1	144	0	0	6	1	0	0	22	0	0	0	8
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillospira	275	114	58	198	227	246	57	286	288	351	147	137	432	79	98	376	344	398	123	467	127	9	205	442	166	307	120	160	169	255	50	125	82	352	300	82	114	241	152	522	96	0	90	2	6	16	55	210	151	8	28	165	2222	102	187	701	99
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Papillibacter	21	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	3	1	0	0	80	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus	4265	1021	1042	6078	4326	880	1707	13605	913	8984	3786	952	6062	3450	1367	9	7093	6097	5636	225	7872	125	6929	286	1581	2	3	63	649	219	2309	3645	66	4297	2030	6460	3976	537	3779	7563	260	4	53	102	43	152	11	31	7348	19	10	156	39	6879	30411	9	1932
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|unclassified-Ruminococcaceae	11023	2797	3057	8224	8451	4109	2034	13813	3850	9594	2528	3845	6383	3682	2231	1344	6796	19209	11078	1438	1392	235	2572	5596	4582	30117	196	532	7463	2763	6358	2037	2844	2566	3652	3115	2240	1654	1628	24560	4515	4	5298	7539	135	69	2686	482	2731	117	1697	558	8843	14186	5494	15369	3722
Bacteria|Firmicutes|Clostridia|Clostridiales|Unclassified_Clostridiales|Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Unclassified_Clostridiales|Howardella	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	2
Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|[Mogibacteriaceae]|unclassified-Mogibacteriaceae	86	20	60	7	2	3	33	8	2	101	5	2	1	31	1	0	5	2	26	19	1	6	1	11	44	1	0	1	8	18	110	2	3	106	0	2	23	39	40	0	72	0	2	0	0	0	9	0	25	0	15	7	1	1	9	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|[Tissierellaceae]|Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|unclassified|unclassified-Clostridiales	9587	2078	1701	1910	645	263	2182	894	206	5982	2376	1973	1020	423	240	311	1529	397	1362	29	26	78	805	4101	3463	114	432	73	625	998	1045	873	217	388	2976	133	876	40	906	1512	1493	2	722	0	210	28	208	4	984	88	247	587	24	225	188	36	72
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|RFN20	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|p-75-a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0	4	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	35	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Bulleidia	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Candidatus Stoquefichus	0	2	0	4	0	0	0	1	2	0	0	0	14	0	0	14	3	7	0	0	4	0	0	0	0	0	0	44	15	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Catenibacterium	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	107	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	1539	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Dielma	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	3	0	3	0	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	20	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium	1	9	10	16	7	2	1	25	7	0	0	2	15	5	3	122	6	81	0	0	3	0	1	1	0	24	9	35	5	4	0	6	5	7	2	0	6	10	42	1	1	0	0	25	5962	838	2	4	1	18	0	1	4	6	1	329	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Eubacterium	24	8	189	0	0	0	6	0	4	1	2	2	11	16	1	0	2	5	7	18	0	0	0	3	25	0	0	5	29	0	0	160	2	49	1	1	0	0	0	38	111	0	3	0	0	11	346	1	72	0	0	0	0	34	2	41	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemania	0	0	0	7	8	0	0	6	7	7	1	11	4	3	2	78	0	2	0	0	5	0	0	0	4	56	0	3	1	2	0	0	0	0	1	1	0	8	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Solobacterium	0	0	1	1	8	0	1	0	1	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	1	0	1	13	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	22	0	1	1	0	2	0	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	26	215	1224	2017	8539	597	137	339	15	222	331	3	2651	1216	56	2576	3460	463	31	6	2179	1	118	1865	26	10	0	0	1901	4445	2	1326	2215	23	8	0	429	0	273	6	0	1	489	0	6703	2	0	3	65	2	4	201	119	2	271	0	859
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|unclassified-Erysipelotrichaceae	680	267	553	447	37	17	48	168	135	4152	31	328	6	11	49	369	197	0	371	22	60	2	2	115	313	59	0	0	5	15	9	28	7	394	1956	4	27	82	193	110	10	0	65	257	803	12	0	1	305	0	20	4	113	16	64	0	5
Bacteria|Firmicutes|Negativicutes|Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	10	0	0	0	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Acidaminococcaceae|Acidaminococcus	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	668	6818	0	0	21	0	0	1	0	398	0	0	1	1	0	2	0	0	0	278	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Acidaminococcaceae|Phascolarctobacterium	50	979	14	6751	9	4	16746	14	4	3129	0	12461	49	4	0	3	0	0	2	10177	1	32	31	0	6	9	0	2	870	329	12601	1	37	477	1	3907	1	7066	36323	1	81	1	29	0	11	16	2772	0	394	19	1248	1	7	0	9504	6424	0
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	2	0	8	0	0	0	20	7	0	0	0	0	0	0	0	0	0	8	13	0	0	3	0	0	10	2	0	16	470	0	435	0	3	2	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Allisonella	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	2	0	1	0	14	0	3	0	0	0	0	0	0	40	116	0	0	0	0	0	1	0	111	0	406	3	0	0	12	0	0	0	0	0	226	0	130
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Dialister	2100	4	4726	30	1293	17610	42	10645	1693	0	15640	5	1248	4164	4745	24	4307	5283	5730	148	16650	1535	6456	1137	1644	1493	540	13	24902	13483	84	2007	607	7117	3311	5	4015	8	68	14823	20490	1998	42010	56	11	61	37	733	35	859	54	54	21429	17351	44	40	30331
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Megasphaera	0	2	0	0	0	3	1	2	2	0	0	0	0	0	0	0	176	0	0	27	1	7	0	1	3	91	3	0	4	6	9	0	1	5	1	4	0	18	1	0	186	1	39	86	10	30	77	5113	36	12008	2	294	51	0	0	4	78
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Mitsuokella	0	0	0	0	0	0	0	9	0	0	0	0	1	0	1	0	0	0	0	820	0	0	0	0	1	2	0	0	2	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	1	0	0	93	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Veillonella	81	16	7	5	16	10	36	62	376	8	144	18	75	23	66	3	18536	1141	1000	3746	228	1940	46	180	139	10395	5192	17	1822	996	446	87	12	2	5	354	2029	2833	74	32	1719	22703	135	4710	724	799	48902	28483	848	72306	2378	10948	15266	6	105	9022	130
Bacteria|Firmicutes|Negativicutes|Selenomonadales|unclassified|unclassified-Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|unclassified|unclassified|unclassified|unclassified-Firmicutes	274	13	629	0	2	109	4	207	0	242	424	9	1010	1	0	0	0	0	2419	0	1873	2	8	483	97	1	0	0	302	94	163	187	0	0	0	0	0	0	0	479	573	1	1	0	0	3	0	0	5	2	0	0	0	0	0	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	0	0	0	16	15	0	26	0	1	0	0	2	29	0	0	2	4	0	0	1	0	0	31	0	1	1	0	0	0	0	5	0	0	0	5	0	0	0	1	3	5	1	0	0	15	14	0	5	17	0	1	0	2	0	1	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	0	0	0	3	1	1	2	0	0	13	2	0	2	0	0	0	0	4	0	12	0	0	2	0	0	19	4	0	19	3	25	0	0	0	2	0	1	40	0	3	17	0	0	113	17	9	94	1965	1	9	0	43	2	0	0	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sneathia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Lentisphaerae|Lentisphaeria|Victivallales|Victivallaceae|Victivallis	61	41	5	2	0	0	0	0	12	771	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	10	0	0	0	0	3	0	97	1	0	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0
Bacteria|Proteobacteria	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria	0	0	1	0	0	0	1	5	0	1	0	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	4	2	6	12	4	2	0	22	5	0	6	5	1	5	0	0	5	1	0	3	0	0	0	0	2	4	0	0	4	1	8	5	1	16	0	0	11	3	2	4	8	2	1	0	3	1	0	0	0	5	2	0	2	1	20	14	1
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	0	4	16	37	10	33	4	45	6	0	35	179	9	5	9	16	59	3	1	18	4	1	25	1	2	20	4	12	23	3	17	5	7	39	7	0	32	2	39	8	4	5	7	1	37	50	8	0	21	7	8	57	42	19	57	36	7
Bacteria|Proteobacteria|Alphaproteobacteria|RF32|unclassified|unclassified-RF32	626	5591	940	45	0	128	1494	305	12821	72	40	54	57	1025	1490	0	0	0	434	154	1	1	2	1186	7	79	0	914	0	0	2	795	0	1	341	4	0	21380	2124	86	0	0	0	0	1	0	0	0	1	8	137	0	0	2	33	0	246
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0	0	3	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium	0	0	0	6	0	5	0	0	0	0	0	61	0	0	0	7	3	0	0	4	0	0	2	0	0	4	0	1	4	1	0	0	2	0	0	0	9	0	11	0	1	0	1	2	18	7	1	0	7	3	3	10	4	2	2	1	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pedomicrobium	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium	0	0	0	0	0	1	0	6	0	0	0	16	3	5	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	5	1	0	0	4	0	0	0	0	0	4	0	0	3	1	2	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Ancylobacter	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
