logFC	AveExpr	t	P.Value	adj.P.Val	B	star
g__Alistipes	0.0201233667366082	0.0159768202139822	4.6276900463608	3.6146927390549e-05	0.00036146927390549	-3.79989016623127	 * * *
g__cc_115	0.00107321606798829	0.000577765258030704	4.50835653695302	5.27477581229239e-05	0.000501103702167777	-4.17118020834763	 * * *
g__	0.445731356937753	0.320857753684555	4.43110603928316	6.72747746078962e-05	0.00060867653216668	-4.40976879069444	 * * *
g__Lactobacillus	0.00710189768430653	0.00545239568146027	4.27066916342348	0.000111072296999165	0.000920617775443295	-4.90045583033769	 * * *
g__Odoribacter	0.00534417887936333	0.00442504654556326	4.26279270536522	0.000113824240197293	0.000920617775443295	-4.92436830358333	 * * *
g__Bacteroides	0.168654235273334	0.163853077748528	4.25589578671394	0.000116288561108627	0.000920617775443295	-4.94529279738778	 * * *
g__Sutterella	0.00861745908676727	0.00789122453466437	4.17341592483853	0.000150112928614545	0.00114085825747054	-5.19448179122433	 * *
g__Adlercreutzia	0.000882839066215209	0.000435826707103104	3.98569600088213	0.00026675405460505	0.00194935655288306	-5.7539916199192	 * *
g__Butyricimonas	0.0145763741950639	0.0114683483499408	3.95917227483907	0.000289116222127205	0.00203452156311737	-5.83213881970615	 * *
g__Pseudomonas	0.00105292542449849	0.000845314891121083	3.83914504147397	0.000415168985743513	0.00281721811754527	-6.18277448591966	 * *
g__Bilophila	0.00243568521104447	0.00164425185041334	3.75842662757307	0.000528311601095747	0.00336004230959794	-6.41568938790304	 * *
g__Janthinobacterium	0.00208367651116833	0.00204420282446313	3.75188838708028	0.000538679823946185	0.00336004230959794	-6.43444998056136	 * *
g__Lactococcus	0.00162546068332005	0.00119325779266664	3.74598032245843	0.000548217429460716	0.00336004230959794	-6.4513885178061	 * *
g__Mycoplana	0.000578028506450785	0.000347816245616961	3.70450695944331	0.00061990643835072	0.0036806944777074	-6.56991967556556	 * *
g__Dorea	0.00798513832369799	0.0062306515923947	3.54128993126571	0.00100007726084492	0.00575802059274349	-7.02979631974152	 * *
g__Turicibacter	0.0163765286070342	0.00945951311232832	3.5266421661882	0.00104347993380882	0.00583121139481402	-7.0705329280855	 * *
g__Oxalobacter	0.00104858703961221	0.000582594527374719	3.41610952204218	0.00143433894074434	0.00778641139261212	-7.37495194438209	 * *
g__[Clostridium]	0.000265881628555412	0.000154326402681389	3.2357534117289	0.0023870717310619	0.0124193161692137	-7.8597878401706	 *
g__Dialister	0.0155683211120649	0.0163635186976902	3.231062308752	0.0024184984118995	0.0124193161692137	-7.87219247434862	 *
g__Holdemania	0.000679973450464322	0.000481016049249588	3.15400765180748	0.00299429106381101	0.014971455319055	-8.07439079240173	 *
g__Defluviitalea	0.000527515887005593	0.000372026091639305	3.1404967375455	0.00310775822211415	0.0151403605692741	-8.10953790939219	 *
g__Acinetobacter	0.000589255957733421	0.000529529001760701	3.13007194958059	0.00319807102600476	0.0151908373735226	-8.13659332133117	 *
g__Barnesiella	0.00062557369396844	0.000282997623461913	3.11663640385941	0.00331812494894365	0.0153766765926657	-8.1713805131745	 *
g__Lachnobacterium	0.00260306284718135	0.00231100206171757	3.05712133186291	0.00390289370838497	0.0176559477284082	-8.32435178968305	 *
g__Corynebacterium	0.000916582911186787	0.000761645584833918	3.04241102270973	0.00406170590590237	0.0179470726074756	-8.36187517151764	 *
g__Eggerthella	0.000702026329090618	0.000538535969005541	2.90989120492977	0.00579259248101095	0.0250134675316382	-8.69463762848385	 *
g__Parvimonas	0.000593555014588153	0.00038124082362346	2.89315493381212	0.00605475374323217	0.0255645158047581	-8.73597243482161	 *
g__Anaerofilum	0.00170421475979788	0.00122221229064416	2.81903431270161	0.00735441478702329	0.0297797249419373	-8.91711405820136	 *
g__Anaerotruncus	0.00160811399765238	0.00150122520110099	2.81840090888255	0.00736656353826869	0.0297797249419373	-8.91864835568321	 *
g__Leuconostoc	0.000260943008420289	0.000118045646666321	2.78165719901464	0.00810408992560022	0.0320786892888342	-9.00725064713374	 *
g__Granulicatella	0.00137148343332508	0.0016281908880257	2.73889448624915	0.0090484331448916	0.0350857611740695	-9.10936074101385	 *
g__Chryseobacterium	0.000333600403330228	0.00021242400781573	2.61550396717664	0.0123731995726388	0.0456313269013133	-9.39776842054857	 *
g__Phascolarctobacterium	0.00601219808056453	0.00499297802634811	2.61356582433299	0.0124334023977999	0.0456313269013133	-9.40222318637459	 *
g__Staphylococcus	0.000869014455753684	0.000618633242607173	2.61179721289006	0.0124885736782542	0.0456313269013133	-9.40628622288244	 *
g__Collinsella	0.00203824194642804	0.00225014745417022	2.46050749194287	0.0181282732883115	0.064407899216047	-9.74640773930441	
g__Klebsiella	0.00155777932266738	0.0013606309821252	2.45649237485058	0.018305402935087	0.064407899216047	-9.75523027221186	
g__Pseudoruegeria	0.000130534894633255	5.90514999531391e-05	2.43899953168328	0.0190955732863101	0.064836869208003	-9.79354219104041	
g__Actinomyces	0.0017926555213181	0.00200328488534124	2.43869032995378	0.0191098140823588	0.064836869208003	-9.79421754630997	
g__Bifidobacterium	0.0181122123920032	0.0151348065741473	2.39181727326519	0.0213831963306423	0.0712773211021411	-9.89585149438241	
g__[Eubacterium]	0.00119691038674537	0.00130931340756421	2.37795353224757	0.0221008993342392	0.0716131423525152	-9.92562608731013	
g__Streptomyces	0.000132714920569984	7.36100506002727e-05	2.37535590191996	0.0222377652568337	0.0716131423525152	-9.9311902905893	
g__[Prevotella]	0.00164771251668246	0.00156915566659627	2.36643440325107	0.0227136633248691	0.0719266005287522	-9.95026517179125	
g__Shuttleworthia	0.000966686297732728	0.000511341257850593	2.34144473294383	0.024095878471685	0.075052736223281	-10.003403317904	
g__Victivallis	0.0013984290285296	0.000802095775613771	2.2682538066427	0.0285890854972341	0.0865833817596017	-10.1565333341469	
g__Anaerofustis	0.000692059706908996	0.000542141409828794	2.26644210047317	0.0287092265834469	0.0865833817596017	-10.1602759286228	
g__Candidatus Arthromitus	0.000420215624352551	0.000190097544349963	2.24598295442902	0.0300975443055754	0.0887983229891594	-10.2023779958033	
g__Akkermansia	0.012213079577542	0.00985130224153483	2.24194701950451	0.0303783736541861	0.0887983229891594	-10.2106481134741	
g__Anaerococcus	0.000807164804676095	0.000396348660430653	2.20722015833034	0.0328927309273547	0.0946911950938999	-10.2813243487932	
g__Stenotrophomonas	6.47544761723058e-05	2.92936916017574e-05	2.19344746554313	0.0339400016248269	0.0954846966991296	-10.3091134425683	
g__Flavobacterium	6.31433114182125e-05	2.85648313558581e-05	2.19042853086669	0.0341734703975832	0.0954846966991296	-10.3151863335538	
g__Desulfovibrio	0.000658368958774135	0.00053599731953824	2.14665759066267	0.037721806638845	0.103871641469283	-10.4024880259756	
g__Peptoniphilus	0.00032274553873867	0.000213421623376502	2.12238399189107	0.0398264565702867	0.10810038211935	-10.4502944350595	
g__Coprobacillus	0.000452317423050253	0.000331614586289185	2.07423822135456	0.0443083068756735	0.118571525441943	-10.5438189836428	
g__Slackia	0.000719770388632489	0.000580210182682544	2.04869390330414	0.0468607943768633	0.123660429605611	-10.5927321725532	
g__Corallococcus	0.00090685733804564	0.0004705236974465	2.03588100712253	0.0481887368383403	0.125422739716228	-10.6170805170665	
g__Marinomonas	0.000165756550816889	9.55331736652174e-05	2.0276989508454	0.0490537736984837	0.125948878415026	-10.6325634830938	
g__Brevundimonas	0.000117679978740384	5.32361808587453e-05	1.98118917934558	0.0542318585163875	0.137387374908182	-10.7195996698191	
g__Cloacibacillus	0.0001001304084614	4.52970895420619e-05	1.94383136574669	0.0587270817565075	0.146817704391269	-10.7882984313568	
g__Methylobacterium	0.000382052387764244	0.000282910038230828	1.89251682654852	0.0654218834138514	0.161430621410802	-10.8808820782701	
g__Ralstonia	0.000326085608642431	0.000221710164188825	1.87124684817575	0.0683824721596108	0.165236379160759	-10.918647942878	
g__Varibaculum	0.000109307217449332	4.94485031318409e-05	1.86898758634211	0.0687035471247367	0.165236379160759	-10.9226382175398	
g__Bacillus	0.000125085788529376	5.65864281442415e-05	1.82378608265309	0.0754020890472459	0.179079961487209	-11.0016136009397	
g__Loktanella	0.000458271016204584	0.000207313078759217	1.81032549934662	0.0775006486444868	0.17986109484831	-11.024813929777	
g__Bradyrhizobium	0.000596092266842746	0.000620069805821189	1.80954226294212	0.0776242619871655	0.17986109484831	-11.0261593835512	
g__Sorangium	0.000194521001396791	0.000143643071552784	1.77231049071847	0.0836951900925929	0.19159139900714	-11.0895415192811	
g__Deinococcus	0.000144369236975623	0.000122673877225214	1.71074701684047	0.0946054055239954	0.213988417256656	-11.1918530406308	
g__Tenacibaculum	0.000561704859903956	0.000254104579480361	1.69855736224083	0.0969002099434949	0.214980531903457	-11.2117391056718	
g__AF12	0.000180896141387784	0.000122272853165033	1.69642170572015	0.0973069775984068	0.214980531903457	-11.2152104622544	
g__Rhodobacter	0.000342439508744818	0.000154913111098846	1.67630901677348	0.101207549696206	0.221027982095162	-11.24771549773	
g__Caulobacter	0.000380511051595933	0.000544099875274992	1.6069070541786	0.115668949447415	0.244647226270956	-11.3572682639137	
g__Streptococcus	0.00468151924699757	0.00833906346252853	1.55695116291082	0.127087374809633	0.244647226270956	-11.4335917586011	
g__RFN20	0.000788294953074286	0.000356609621628844	1.51725845979033	0.136794032546754	0.244647226270956	-11.4927049962368	
g__Patulibacter	0.000314655213350411	0.000142344025087091	1.51709685961637	0.136834730848206	0.244647226270956	-11.4929428753741	
g__Methyloversatilis	0.000239238576626955	0.000108226975140765	1.51695660508114	0.136870061191376	0.244647226270956	-11.4931493148681	
g__Anaeroplasma	0.000211020862892439	9.54618189275321e-05	1.51686177938722	0.136893952069059	0.244647226270956	-11.4932888783487	
g__Serratia	0.000145963019605574	6.60308898215693e-05	1.51639638005125	0.137011255541903	0.244647226270956	-11.4939737351203	
g__Brachyspira	0.000130838140653082	5.91886826763943e-05	1.51617829506495	0.137066251307854	0.244647226270956	-11.4942945926123	
g__Cloacibacterium	0.0001054166859891	4.76885008045928e-05	1.51557896958429	0.137217477615827	0.244647226270956	-11.4951761374085	
g__Nonlabens	0.00010035651015537	4.5399373641715e-05	1.51540249576517	0.137262032225818	0.244647226270956	-11.4954356524048	
g__Eikenella	9.62176145486626e-05	4.35270161053474e-05	1.5152370333908	0.137303817263499	0.244647226270956	-11.4956789498647	
g__Pediococcus	6.90560212711847e-05	3.12396286702978e-05	1.51331289518515	0.137790476408631	0.244647226270956	-11.4985064749379	
g__Alloiococcus	6.48386905618113e-05	2.9331788587486e-05	1.51278120013395	0.137925197171073	0.244647226270956	-11.4992872347221	
g__Cupriavidus	5.16683772134338e-05	2.33737896917915e-05	1.51020828536586	0.138578608955509	0.244647226270956	-11.5030619225671	
g__Haemophilus	0.00163150374170541	0.0027255696199768	1.50970741875419	0.138706094891697	0.244647226270956	-11.5037960679132	
g__Devosia	4.35651665089936e-05	1.97080515159733e-05	1.50735743797893	0.139305487828441	0.244647226270956	-11.5072376397115	
g__Chthonomonas	4.11209902640604e-05	1.86023527385035e-05	1.50615505239743	0.13961297010304	0.244647226270956	-11.5089966883766	
g__Niabella	4.08669647800599e-05	1.84874364481224e-05	1.506017749107	0.139648116656514	0.244647226270956	-11.5091974783317	
g__Enterobacter	3.98431332251969e-05	1.80242745542558e-05	1.50543789346955	0.139796624503226	0.244647226270956	-11.5100452682345	
g__Escherichia	0.0016363780014692	0.00293727796828669	1.50535719547813	0.139817302188936	0.244647226270956	-11.5101632312029	
g__Carnobacterium	3.77073577449558e-05	1.70580904084324e-05	1.50407533413623	0.140146087730797	0.244647226270956	-11.5120362744473	
g__Weissella	3.66075317758401e-05	1.65605500890705e-05	1.50328055405158	0.140350250860706	0.244647226270956	-11.5131968809218	
g__Xanthomonas	0.000135514624265604	7.33731692189703e-05	1.48619816776202	0.144795939887886	0.250102077988167	-11.5380089485575	
g__Myxococcus	2.22659080547063e-05	1.00726726914148e-05	1.48029052803119	0.146359177180469	0.250524717696298	-11.5465304630875	
g__rc4-4	0.000245198895475862	0.000209969644590482	1.47079258434817	0.148900476488922	0.252599022615136	-11.5601668044606	
g__Helicobacter	0.000132316227751793	0.000139353566777483	1.44999976941664	0.154585684550361	0.259922832429811	-11.5897430462723	
g__Trabulsiella	0.000242439327821176	0.000143791087322804	1.44499483373619	0.155979353657556	0.259965589429261	-11.5968054126913	
g__Christensenella	0.000515310912081942	0.000624800356698614	1.43293719772326	0.159377483343834	0.263319320307203	-11.613728988757	
g__Megasphaera	0.00162482625865966	0.00222952617274193	1.41616262877685	0.164201171301714	0.268950194373496	-11.6370592925335	
g__02d06	0.000332589298816771	0.000379392261467677	1.40487401268347	0.16751098133899	0.272026379952206	-11.6526192634348	
g__Hyphomicrobium	8.55192157534927e-05	5.65048331588689e-05	1.36958376610378	0.178193484177134	0.28692171181064	-11.7005309667041	
g__Peptostreptococcus	0.000135514624265604	0.000169294097148812	1.06883563917957	0.291330599717853	0.465149697028505	-12.0628683869478	
g__Succinivibrio	6.93969284729127e-05	0.000100195607427198	0.98939948879318	0.328209959295762	0.519665768884957	-12.1445009346372	
g__Sporobacter	0.000223216663272718	0.000361401634162216	0.979030397127713	0.333246336433299	0.523279371258899	-12.1547138796401	
g__WAL_1855D	7.67719042927803e-05	8.64048948080764e-05	0.903734353507783	0.371360210967059	0.578347869538862	-12.2257845075659	
g__Gordonia	9.14516381143332e-05	0.000113751544115294	0.856606289480426	0.396589180884905	0.612617433887252	-12.2674860796114	
g__Campylobacter	0.000311183589243994	0.000752077280991931	0.798233755319706	0.429285871793841	0.657776739038949	-12.3161453231087	
g__Fusobacterium	0.000571701983016902	0.00166474326622276	0.788000803378437	0.435180849675976	0.661474891507484	-12.3243328163033	
g__Rothia	0.000787724069620545	0.00149533210628839	0.763530913666211	0.449472264803681	0.677775637402375	-12.3434954479909	
g__Actinobacillus	0.000180789357591173	0.000480731918336704	0.754704852238493	0.454694020499515	0.680250896810298	-12.3502630375717	
g__Prevotella	0.0120732383062803	0.0361237277064077	0.748045180293414	0.458657424059478	0.680819613838288	-12.3553188205762	
g__1-68	2.41215028977777e-05	3.00409169523757e-05	0.732825965273882	0.467789877015166	0.68899284211536	-12.36670889757	
g__Porphyromonas	0.000184123782441211	0.0002393141385614	0.724850580255437	0.472617004758547	0.690747930031723	-12.3725865874972	
g__Finegoldia	2.4785830617446e-05	3.9812790192079e-05	0.714893204413722	0.478683450902463	0.694273707415786	-12.3798369263308	
g__Paracoccus	5.97043127780303e-05	7.74923096457524e-05	0.700265592548031	0.487674630674237	0.701955907788674	-12.3903103378005	
g__Aggregatibacter	0.000176573810655782	0.000327061876942287	0.674309485801839	0.503859156886359	0.719798795551941	-12.4083741580747	
g__Paraprevotella	0.000599330080874769	0.00160605271268752	0.648656039949593	0.520139438744679	0.737511144488724	-12.4255713153579	
g__Catenibacterium	0.000179070045554956	0.000416147294954163	0.543356821711384	0.589795352900114	0.827884774121059	-12.4892943502292	
g__Atopobium	0.000272521196881038	0.00073118433365193	0.539263005875836	0.592591206739284	0.827884774121059	-12.4915479146026	
g__Bulleidia	0.000120023790347114	0.000363637770130229	0.518082546067401	0.607155933609834	0.842041075809259	-12.5029388041462	
g__Pseudoramibacter_Eubacterium	3.51388953296999e-05	5.96946618729153e-05	0.504819291393897	0.616359969190035	0.848611551783382	-12.509842419715	
g__Veillonella	0.00952406705776632	0.0291354256895878	0.486129609984858	0.629436227139096	0.860380454362793	-12.5192702729972	
g__Pantoea	4.01071947423086e-05	8.12321914774603e-05	0.4087684677401	0.684814474464793	0.929391072487934	-12.5545490530738	
g__Abiotrophia	3.24193452809056e-05	0.000132615493308712	0.324020025666577	0.747552701922504	1	-12.5862456669624	
g__Scardovia	2.33365539835938e-05	0.000102322562236419	0.257341903746349	0.798188448643671	1	-12.6060545301439	
g__Neisseria	6.43648959369609e-05	0.000373426960381095	0.253387786286692	0.801221493109328	1	-12.6070870147131	
g__Mogibacterium	5.0412306721676e-05	0.000401916714540905	0.234487095630398	0.815761611424894	1	-12.6118020814888	
g__Peptococcus	8.87494674076297e-05	0.000307028040838635	0.219817210469476	0.827092802243205	1	-12.6152105431499	
g__Oribacterium	4.91046981941811e-05	0.000259051517825463	0.198313564904578	0.843769463400044	1	-12.6198098355312	
g__Succiniclasticum	2.46441625110887e-05	0.000106651428796348	0.171249761549201	0.864860885694689	1	-12.624927171405	
g__Mitsuokella	5.69217190341405e-05	0.000411795560922608	0.138342672709058	0.890639696359446	1	-12.630140939986	
g__Pseudobutyrivibrio	2.043348239003e-05	0.000289422919561197	0.0725394224154272	0.942521633782366	1	-12.6372446471451	
g__Acidaminococcus	0	0.000218542673719586	0	1	1	-12.6399389502499	
g__Agrobacterium	0	4.39179683454063e-05	0	1	1	-12.6399389502499	
g__Alloscardovia	0	4.69526113244066e-05	0	1	1	-12.6399389502499	
g__Alteromonas	0	2.90329483128677e-05	0	1	1	-12.6399389502499	
g__Anaerorhabdus	0	0	0	1	1	-12.6399389502499	
g__Anaerovibrio	0	0	0	1	1	-12.6399389502499	
g__Bdellovibrio	0	0	0	1	1	-12.6399389502499	
g__Beijerinckia	0	0	0	1	1	-12.6399389502499	
g__CF231	0	0.000115188010075562	0	1	1	-12.6399389502499	
g__Enhydrobacter	0	4.08509674403387e-05	0	1	1	-12.6399389502499	
g__Epulopiscium	0	4.62137917721035e-05	0	1	1	-12.6399389502499	
g__Filifactor	0	7.51752595937265e-05	0	1	1	-12.6399389502499	
g__Gallicola	0	4.13709791469602e-05	0	1	1	-12.6399389502499	
g__Gardnerella	0	0	0	1	1	-12.6399389502499	
g__Kaistobacter	0	3.62874619097078e-05	0	1	1	-12.6399389502499	
g__Kocuria	0	1.07624567777919e-05	0	1	1	-12.6399389502499	
g__Krokinobacter	0	3.11977429307686e-05	0	1	1	-12.6399389502499	
g__Leptotrichia	0	6.60006062856271e-05	0	1	1	-12.6399389502499	
g__Leucobacter	0	0	0	1	1	-12.6399389502499	
g__Luteolibacter	0	4.01547133434379e-05	0	1	1	-12.6399389502499	
g__Maribacter	0	1.57787626869939e-05	0	1	1	-12.6399389502499	
g__Micrococcus	0	5.24295024838896e-05	0	1	1	-12.6399389502499	
g__Morganella	0	1.91291407081079e-05	0	1	1	-12.6399389502499	
g__Moryella	0	8.86782723161945e-05	0	1	1	-12.6399389502499	
g__p-75-a5	0	0	0	1	1	-12.6399389502499	
g__Pseudoalteromonas	0	9.08243201324534e-05	0	1	1	-12.6399389502499	
g__Pseudoxanthomonas	0	0	0	1	1	-12.6399389502499	
g__Pyramidobacter	0	6.6520339504623e-05	0	1	1	-12.6399389502499	
g__Rhodococcus	0	0.00016285841807302	0	1	1	-12.6399389502499	
g__Salinibacterium	0	0	0	1	1	-12.6399389502499	
g__Sarcina	0	1.00726726914148e-05	0	1	1	-12.6399389502499	
g__Schwartzia	0	0.00035689562618966	0	1	1	-12.6399389502499	
g__Sediminibacterium	0	0	0	1	1	-12.6399389502499	
g__Selenomonas	0	0.000809835427736925	0	1	1	-12.6399389502499	
g__Sharpea	0	0	0	1	1	-12.6399389502499	
g__Tepidimonas	0	0	0	1	1	-12.6399389502499	
g__TG5	0	0	0	1	1	-12.6399389502499	
g__Thermus	0	0	0	1	1	-12.6399389502499	
g__Thiovirga	0	0	0	1	1	-12.6399389502499	
g__Treponema	0	2.04066311043841e-05	0	1	1	-12.6399389502499	
g__u114	0	0	0	1	1	-12.6399389502499	
