logFC	AveExpr	t	P.Value	adj.P.Val	B	star
g__Tepidimonas	0.000216436161996209	9.89422454839814e-05	2.56640847105289	0.0147895979462505	0.0669053240425619	-9.37193857594497	
g__Oxalobacter	0.0012624257715808	0.00114634188851214	2.5505307387221	0.0153656973446679	0.0678949417555094	-9.40706456024336	
g__Pseudobutyrivibrio	0.000324380078364265	0.000159380497692538	2.49091038880595	0.0177177078629004	0.0765082839534337	-9.53762405426007	
g__Dorea	0.00712357891428415	0.00759128259368023	2.4650433809124	0.0188371024718279	0.0791317709511952	-9.5936023141443	
g__Helicobacter	0.000372126766035832	0.000241943902395925	2.45788218509902	0.0191582182302894	0.0791317709511952	-9.60902748364552	
g__Bradyrhizobium	0.00112887942994707	0.000839652112833294	2.44360551753858	0.0198133456993027	0.0800965038907983	-9.63968525424162	
g__Coprococcus	0.0116574008199236	0.0167458125427919	2.42358728162453	0.0207663416282549	0.0810222433576757	-9.68246025084801	
g__	0.344831670656116	0.399605786066148	2.42094479765509	0.0208952101290848	0.0810222433576757	-9.68808810819891	
g__Roseburia	0.0268025830430872	0.0379932091966793	2.38548316350233	0.0226963740935887	0.0862462215556372	-9.76318968152605	
g__Lactococcus	0.00190842341569365	0.00175481507526227	2.36086603585711	0.0240283337663773	0.089517321874739	-9.81485731523459	
g__Acidaminococcus	0.00249189419788755	0.00113915163332002	2.33657227143853	0.0254117583653053	0.0928506555655386	-9.86546666527607	
g__Selenomonas	0.00043570495723992	0.000199179409023964	2.22611154178765	0.0326514686465318	0.117052434770586	-10.0907250490154	
g__TG5	0.000121081556310185	5.53515685989419e-05	2.2038025299208	0.034320297934589	0.120368516260861	-10.1352329341626	
g__Anaerotruncus	0.00128222604313217	0.00145913664701457	2.1970073298936	0.034843517864986	0.120368516260861	-10.148722780564	
g__Ruminococcus	0.0432915362298438	0.0640967642193713	2.16178891560221	0.0376707852346924	0.127811592760563	-10.2181331166347	
g__Schwartzia	0.000178444595665656	8.15746723043e-05	2.14659194330014	0.0389524568821663	0.129841522940554	-10.247820611666	
g__Actinobacillus	0.00175839370886034	0.000901979918171364	2.11998459288121	0.041289760701912	0.131706031462184	-10.2994122703823	
g__Rothia	0.000723881218094927	0.000758538766065977	2.11889939812001	0.0413876675236003	0.131706031462184	-10.3015059758004	
g__Dehalobacterium	0.00221996831536899	0.00246059520394444	2.11246667743952	0.0419722551651861	0.131706031462184	-10.3138999098324	
g__Pseudoalteromonas	0.000135597486578971	6.19874224361012e-05	2.1090624025721	0.0422845679957537	0.131706031462184	-10.3204471822319	
g__Akkermansia	0.0217487781815711	0.016572256082241	2.07214676841859	0.0458052267850715	0.138363508867261	-10.390920024445	
g__Sporobacter	0.000377570488205721	0.000293778411813519	2.07140611784252	0.0458784266244075	0.138363508867261	-10.392324056123	
g__Campylobacter	0.000441857983239743	0.000370920455070622	2.03951155474489	0.0491297356952219	0.14585390284519	-10.452413675532	
g__Succinivibrio	0.00315757474372361	0.0014811353583018	2.0119348653996	0.0521018233251754	0.152297637412051	-10.5037780618269	
g__Mogibacterium	0.000294028466103607	0.000161779693867702	1.95072478920712	0.0592645988786314	0.17061020889303	-10.6158046892067	
g__Anaerostipes	0.00266884258649575	0.00425278098999189	1.88461624499498	0.0679438053310584	0.192676462879121	-10.733671159621	
g__Mitsuokella	0.000210639163747036	0.000127192550902892	1.87305665821712	0.0695686134456396	0.194382890509875	-10.7539425509339	
g__Stenotrophomonas	0.000141304761322575	9.97488922410002e-05	1.84689669449255	0.0733689676054017	0.202030490507628	-10.7994416492114	
g__Mucispirillum	0.000557834312473454	0.00068233568754239	1.81705172880127	0.0779197539553228	0.211496475021591	-10.8507082318804	
g__Blautia	0.0147269744900663	0.0249085861275326	1.80557790793725	0.0797320703837414	0.213367512294519	-10.8702342454326	
g__Abiotrophia	0.000684479090906211	0.000330503800423903	1.72954143267984	0.0926670522378138	0.244538054516453	-10.9970285681495	
g__Desulfovibrio	0.000650910143409901	0.000654959214607628	1.70432678765029	0.097327569083689	0.253318330491793	-11.038064824239	
g__Adlercreutzia	0.00122781766573249	0.00104054356885168	1.6817457065249	0.101665803845347	0.257875733576347	-11.0743826785601	
g__CF231	0.000394562117451132	0.000180371253691946	1.68109555847319	0.101793052727506	0.257875733576347	-11.075422253262	
g__Scardovia	0.000640724035037968	0.000305570831037022	1.63576400305541	0.110997075978326	0.277492689945815	-11.1470621783292	
g__Caulobacter	0.000301392682476232	0.00034434265428407	1.59783675557332	0.119215188595508	0.281824279792908	-11.2057113465515	
g__Porphyromonas	0.000284554872597899	0.000230035137941411	1.59311069624399	0.120273274621426	0.281824279792908	-11.2129365553637	
g__Staphylococcus	0.000628713359361306	0.000759162525974311	1.57745942425684	0.123832238138166	0.281824279792908	-11.2367322669403	
g__Deinococcus	0.000287708786527947	0.000209895888199542	1.53923429486489	0.13288559542074	0.281824279792908	-11.2939918147671	
g__Sarcina	0.000824820022325043	0.000377060581634305	1.51520505739086	0.138845664333522	0.281824279792908	-11.3293598988959	
g__Thiovirga	0.000291635310212961	0.000133318998954496	1.51487679151344	0.138928550316101	0.281824279792908	-11.3298396980823	
g__Bdellovibrio	0.00017711704716605	8.09677929901941e-05	1.51423542606478	0.139090607624318	0.281824279792908	-11.3307768666048	
g__Anaerorhabdus	0.000165547423044619	7.56788219632543e-05	1.51408854291347	0.139127742768465	0.281824279792908	-11.3309914446082	
g__Thermus	0.000137361635586574	6.27938905538626e-05	1.51356297778244	0.139260681943432	0.281824279792908	-11.3317590806399	
g__Moryella	0.000102686218617554	4.69422713680247e-05	1.5122336699398	0.139597379664725	0.281824279792908	-11.3336996153358	
g__Morganella	9.96694800826097e-05	4.55631908949073e-05	1.51204877983097	0.139644261880948	0.281824279792908	-11.3339694012192	
g__02d06	0.000325941046299049	0.000329550097665812	1.51118008446612	0.139864704599819	0.281824279792908	-11.33523658778	
g__Sharpea	8.58017196128521e-05	3.92236432515895e-05	1.510934444838	0.139927089514741	0.281824279792908	-11.3355947924942	
g__Pseudoxanthomonas	8.24088525615839e-05	3.76726183138669e-05	1.51057328972937	0.14001885239739	0.281824279792908	-11.3361213554007	
g__Leucobacter	7.89861941986553e-05	3.61079744908138e-05	1.51016111298672	0.140123637991177	0.281824279792908	-11.3367221729773	
g__Gardnerella	7.69985234233447e-05	3.5199324993529e-05	1.50989629519912	0.140190994491466	0.281824279792908	-11.3371081140934	
g__Treponema	6.79603912907097e-05	3.10676074471816e-05	1.50838736464622	0.140575287826597	0.281824279792908	-11.3393060734919	
g__Alteromonas	6.00989534261172e-05	2.74738072805107e-05	1.50649057665121	0.141059559574107	0.281824279792908	-11.34206626774	
g__Salinibacterium	4.66504768424803e-05	2.13259322708482e-05	1.50079345982405	0.142522151204647	0.281824279792908	-11.3503383698226	
g__Maribacter	4.12044262807919e-05	1.88363091569335e-05	1.49679305796153	0.14355639861434	0.281824279792908	-11.3561304425831	
g__Devosia	0.000330511083612739	0.000174740442899277	1.4955510913796	0.143878711262695	0.281824279792908	-11.3579258916691	
g__Bifidobacterium	0.0142929965731346	0.0163662851605204	1.48304352153	0.147157031184885	0.285304448215593	-11.3759344376205	
g__Turicibacter	0.00999016602882678	0.0134570485712822	1.4735476364194	0.149685568635194	0.285316615690042	-11.3895178281165	
g__Kocuria	2.65036882792378e-05	1.21159717847944e-05	1.47175547583434	0.150166639836864	0.285316615690042	-11.3920728001765	
g__Anaerofustis	0.000380861682519266	0.000549797752902262	1.45427712860632	0.154923140132092	0.29143957054552	-11.4168466571112	
g__Phascolarctobacterium	0.00389995966142731	0.00504660337467323	1.44553760190377	0.157345885543204	0.293095276992242	-11.4291359382789	
g__[Clostridium]	0.000177333841270736	0.000225402640082417	1.43945848850026	0.15904872570452	0.293390853241348	-11.4376455289868	
g__Myxococcus	7.74171176299103e-05	4.74778895747996e-05	1.4245131916801	0.16329699273201	0.29833104441425	-11.4584307876117	
g__Holdemania	0.000418295449430687	0.000560349221420375	1.41721335432967	0.165404222793886	0.299302879341318	-11.4685130017821	
g__Neisseria	0.000136971648285061	9.75565541532352e-05	1.39732923518314	0.171252520555054	0.304447385187858	-11.4957420099965	
g__Slackia	0.000621712848131773	0.00067494408440359	1.39666061656821	0.17145194850053	0.304447385187858	-11.4966516421321	
g__cc_115	0.000495314235708962	0.000809032373232027	1.37509130205678	0.177983225538476	0.313118637521394	-11.5257870661374	
g__Peptococcus	0.000131569381170071	0.000108324285127603	1.34312195959737	0.188017172399004	0.327736355557897	-11.5682221313326	
g__Pediococcus	8.72059822303471e-05	7.73531462810875e-05	1.26222254110809	0.215349629619478	0.37030079307561	-11.6715706323395	
g__Megasphaera	0.00141989821567005	0.0015311448675787	1.25945894060519	0.216333621217856	0.37030079307561	-11.6749980593017	
g__Catenibacterium	0.000244533617243274	0.00020899624975533	1.19075873060171	0.24189109618284	0.410350966738747	-11.7579877305731	
g__Brevundimonas	0.00013540542494303	0.000125783039861594	1.16508227006707	0.251992262733879	0.421967345063924	-11.7879053065694	
g__Corynebacterium	0.000364674681286252	0.0006642820060894	1.16211176279546	0.253180407038354	0.421967345063924	-11.7913275988416	
g__Chryseobacterium	0.000186224530722816	0.000266228575852554	1.12338530637761	0.269043984052351	0.44450745191258	-11.8352030713871	
g__Klebsiella	0.000836292995333806	0.0012279570016006	1.10624899555687	0.276286506726321	0.45253824377587	-11.8541768844966	
g__Cloacibacillus	9.35422366695165e-05	9.71186727851104e-05	1.04905722059087	0.301458094761115	0.486077054462229	-11.9155291155373	
g__Mycoplana	0.000240545481427802	0.000423750552154565	1.04812889645301	0.301879433823911	0.486077054462229	-11.9164998230013	
g__Sorangium	0.000142437724678144	0.000170711503468267	1.03449837103741	0.308113051142837	0.491945207707051	-11.9306597594735	
g__Barnesiella	0.00027880886286401	0.0004670526283207	0.994451276304935	0.32693924422744	0.517653803360113	-11.9712526823251	
g__Coprobacillus	0.000197752429024909	0.000335944854352953	0.88566851617931	0.381938603128391	0.592647017241947	-12.0738433259673	
g__[Prevotella]	0.000377285815536986	0.00106694602473024	0.883695999682521	0.382987851620266	0.592647017241947	-12.075599143691	
g__Anaerofilum	0.000628936204935445	0.00121265884900362	0.88243241380538	0.383660963793471	0.592647017241947	-12.076721947269	
g__Bilophila	0.000674306536500202	0.0016304835312528	0.838294575363217	0.407645915593323	0.62461874163493	-12.1149764217217	
g__Paracoccus	4.58019921470362e-05	5.33489662038615e-05	0.801288494450186	0.428458567295905	0.651257022289776	-12.1455967455326	
g__WAL_1855D	3.75406727943457e-05	5.88376270363531e-05	0.738692508541435	0.465098437986774	0.7013389144245	-12.1943538323061	
g__Allobaculum	0.000493396684343645	0.00167702222019981	0.568826184356334	0.573165160524511	0.857491185036669	-12.3072062664378	
g__Ralstonia	0.000103621234871224	0.000224387609204165	0.539888624909011	0.592747945286831	0.87986023128514	-12.3235677109712	
g__Cloacibacterium	4.12044262807919e-05	7.60625101224448e-05	0.459587988724611	0.648700070751459	0.955449716610676	-12.3645630337907	
g__Eggerthella	0.00011446907117949	0.000433428725474103	0.411402645681313	0.683326352748518	0.998707746324758	-12.386038210118	
g__Parvimonas	0.000100332045282128	0.000368081657191113	0.389004684198077	0.699667514069134	1	-12.395219496786	
g__Marinomonas	2.65036882792378e-05	0.000102098099371106	0.272604045943626	0.786785477196286	1	-12.4347140308799	
g__Leuconostoc	2.82514490417037e-05	0.000154569724132936	0.22860870243232	0.820525106801062	1	-12.4460388708125	
g__Peptostreptococcus	2.42647603381606e-05	8.46575436130585e-05	0.21873728386924	0.828145803474101	1	-12.4483076537732	
g__Methylobacterium	4.10652269155179e-05	0.000226172542804826	0.21744554709481	0.829144287250665	1	-12.448597150582	
g__Shuttleworthia	9.25731104817944e-05	0.000567091697846587	0.178906905412361	0.859059154131373	1	-12.4564473174226	
g__Victivallis	0.000134281378474368	0.000820532959932922	0.176287841536313	0.86110037154432	1	-12.4569255240837	
g__Anaerococcus	4.12044262807919e-05	0.000457011488838242	0.0896660167978278	0.929072060747322	1	-12.4687719581913	
g__Corallococcus	3.75406727943457e-05	0.000509455433930762	0.0684435454591222	0.945828402037854	1	-12.4704980919394	
g__1-68	0	1.30945301445079e-05	0	1	1	-12.4729081973381	
g__AF12	0	9.82007624676542e-05	0	1	1	-12.4729081973381	
g__Agrobacterium	0	0	0	1	1	-12.4729081973381	
g__Alloiococcus	0	3.51981463049833e-05	0	1	1	-12.4729081973381	
g__Anaeroplasma	0	0.000114554182713039	0	1	1	-12.4729081973381	
g__Anaerovibrio	0	0	0	1	1	-12.4729081973381	
g__Bacillus	0	6.79037137730898e-05	0	1	1	-12.4729081973381	
g__Beijerinckia	0	0	0	1	1	-12.4729081973381	
g__Brachyspira	0	7.10264192116731e-05	0	1	1	-12.4729081973381	
g__Candidatus Arthromitus	0	0.000228117053219956	0	1	1	-12.4729081973381	
g__Carnobacterium	0	2.04697084901188e-05	0	1	1	-12.4729081973381	
g__Chthonomonas	0	2.23228232862042e-05	0	1	1	-12.4729081973381	
g__Cupriavidus	0	2.80485476301498e-05	0	1	1	-12.4729081973381	
g__Eikenella	0	5.22324193264169e-05	0	1	1	-12.4729081973381	
g__Enhydrobacter	0	0	0	1	1	-12.4729081973381	
g__Enterobacter	0	2.16291294651069e-05	0	1	1	-12.4729081973381	
g__Epulopiscium	0	0	0	1	1	-12.4729081973381	
g__Filifactor	0	0	0	1	1	-12.4729081973381	
g__Finegoldia	0	1.34551651923278e-05	0	1	1	-12.4729081973381	
g__Flavobacterium	0	3.42777976270297e-05	0	1	1	-12.4729081973381	
g__Gallicola	0	0	0	1	1	-12.4729081973381	
g__Gordonia	0	4.96451749763523e-05	0	1	1	-12.4729081973381	
g__Hyphomicrobium	0	4.64247171233246e-05	0	1	1	-12.4729081973381	
g__Kaistobacter	0	0	0	1	1	-12.4729081973381	
g__Krokinobacter	0	0	0	1	1	-12.4729081973381	
g__Loktanella	0	0.00024877569451106	0	1	1	-12.4729081973381	
g__Luteolibacter	0	0	0	1	1	-12.4729081973381	
g__Methyloversatilis	0	0.000129872370168918	0	1	1	-12.4729081973381	
g__Micrococcus	0	0	0	1	1	-12.4729081973381	
g__Niabella	0	2.21849237377468e-05	0	1	1	-12.4729081973381	
g__Nonlabens	0	5.4479248370058e-05	0	1	1	-12.4729081973381	
g__p-75-a5	0	0	0	1	1	-12.4729081973381	
g__Pantoea	0	2.17724771458247e-05	0	1	1	-12.4729081973381	
g__Patulibacter	0	0.000170812830104509	0	1	1	-12.4729081973381	
g__Peptoniphilus	0	0.000175204721029564	0	1	1	-12.4729081973381	
g__Pseudoramibacter_Eubacterium	0	1.90754003218371e-05	0	1	1	-12.4729081973381	
g__Pseudoruegeria	0	7.0861799943767e-05	0	1	1	-12.4729081973381	
g__Pyramidobacter	0	0	0	1	1	-12.4729081973381	
g__rc4-4	0	0.000133107971829754	0	1	1	-12.4729081973381	
g__RFN20	0	0.000427931545954612	0	1	1	-12.4729081973381	
g__Rhodobacter	0	0.000185895733318615	0	1	1	-12.4729081973381	
g__Rhodococcus	0	0	0	1	1	-12.4729081973381	
g__Serratia	0	7.92370677858831e-05	0	1	1	-12.4729081973381	
g__Streptomyces	0	7.20452425951341e-05	0	1	1	-12.4729081973381	
g__Succiniclasticum	0	1.33782596488767e-05	0	1	1	-12.4729081973381	
g__Tenacibaculum	0	0.000304925495376433	0	1	1	-12.4729081973381	
g__Trabulsiella	0	0.00013160992081721	0	1	1	-12.4729081973381	
g__u114	0	0	0	1	1	-12.4729081973381	
g__Varibaculum	0	5.9338203758209e-05	0	1	1	-12.4729081973381	
g__Weissella	0	1.98726601068847e-05	0	1	1	-12.4729081973381	
g__Xanthomonas	0	7.35650817441851e-05	0	1	1	-12.4729081973381	
